,Link,Cập nhật ngày,Tên tòa nhà,Địa chỉ,Đường,Phường,Quận,Tỉnh,Số tầng,Diện tích cho thuê,Giá thuê,Phí quản lý,Phí gửi xe máy,Phí gửi ô tô,Tiền điện,Phí ngoài giờ,Thời gian thiết kế văn phòng,Thời gian thuê,Đặt cọc,Thanh toán
480,https://vlook.vn/van-phong-cho-thue/fosco-building-cho-thue-van-phong-quan-1/,04/02/2021,FOSCO BUILDING,"Phùng Khắc Khoan, Phường Đa Kao, Quận 1",Phùng Khắc Khoan,Phường Đa Kao,Quận 1,HCM,1 Trệt – 4 Tầng – 2 Thang máy,14 – 35 – 50 – 60 – 100 m2,17.6$ /m2,2$ /m2,8$/ tháng,140$ /tháng,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
481,https://vlook.vn/van-phong-cho-thue/eximland-building-cach-mang-thang-tam-quan-3/,03/02/2021,EXIMLAND BUILDING,"Cách Mạng Tháng Tám, Phường 5, Quận 3",Cách Mạng Tháng Tám,Phường 5,Quận 3,HCM,1 Hầm – 1 Trệt – 8 Tầng – 1 Thang máy,50 – 150 m2,10$ /m2,3$ /m2,6$ /tháng,100$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
482,https://vlook.vn/van-phong-cho-thue/fimexco-building-van-phong-cho-thue-quan-1/,04/02/2021,FIMEXCO BUILDING,"Đồng Khởi, Phường Bến Nghé, Quận 1",Đồng Khởi,Phường Bến Nghé,Quận 1,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Thang máy,35 – 70 m2,15$ /m2,5$ /m2,8$ /tháng,90$ /tháng,Đồng hồ riêng. Miễn phí điện lạnh trong giờ hành chính,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
483,https://vlook.vn/van-phong-cho-thue/fit-building-cho-thue-van-phong-quan-3/,04/02/2021,FIT Building,"Nguyễn Đình Chiểu, Phường 6, Quận 3",Nguyễn Đình Chiểu,Phường 6,Quận 3,HCM,1 Hầm – 1 Trệt – 1 Lửng – 8 Tầng – 2 Thang máy,70 – 150 – 220 – 300 m2,14$ /m2,3$ /m2,150.000đ /tháng,1.500.000đ /tháng,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng hoặc theo quý
484,https://vlook.vn/van-phong-cho-thue/fonterra-building-nguyen-van-troi-quan-phu-nhuan/,22/12/2020,FONTERRA BUILDING,"Nguyễn Văn Trỗi, Phường 15, Quận Phú Nhuận",Nguyễn Văn Trỗi,Phường 15,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng – 1 Thang máy,140 – 200 – 340 – 680 – 1.200 m2,9$ /m2,3$ /m2,Miễn phí,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,2  tháng,Theo quý
485,https://vlook.vn/van-phong-cho-thue/fimexco-building-45-truong-dinh-quan-3/,04/02/2021,FIMEXCO BUILDING,"Trương Định, Phường 6, Quận 3",Trương Định,Phường 6,Quận 3,HCM,1 Trệt – 3 Tầng – 1 Thang bộ,21 – 40 – 60 – 81 m2,14$ /m2,2$ /m2,Miễn phí xe khách đến giao dịch,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,130.000đ /h (đến tối đa 21h),"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
486,https://vlook.vn/van-phong-cho-thue/five-star-tower-mac-dinh-chi-quan-1/,04/02/2021,FIVE STAR TOWER,"Mạc Đĩnh Chi, Phường Đa Kao, Quận 1",Mạc Đĩnh Chi,Phường Đa Kao,Quận 1,HCM,3 Hầm – 1 Trệt – 16 Tầng – 4 Thang máy,100 – 248 – 570 – 1.238 – 2.476 – 10.000 m2,20$ /m2,5$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Miễn phí điều hoà trong giờ hành chính,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
487,https://vlook.vn/van-phong-cho-thue/fimexco-2-building-cho-thue-van-phong-quan-1/,04/02/2021,FIMEXCO 2 BUILDING,"Lê Thánh Tôn, Phường Bến Thành, Quận 1",Lê Thánh Tôn,Phường Bến Thành,Quận 1,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Tầng thượng,45 – 65 – 110 m2,27$ /m2,3$ /m2,6$ /tháng,60$ /tháng,Đồng hồ riêng. Theo giá nhà nước,137.000đ /giờ,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng
488,https://vlook.vn/van-phong-cho-thue/fideco-building-cho-thue-van-phong-quan-1/,04/02/2021,FIDECO BUILDING,"Hàm Nghi, Phường Nguyễn Thái Bình, Quận 1",Hàm Nghi,Phường Nguyễn Thái Bình,Quận 1,HCM,2 Hầm – 1 Trệt – 18 Tầng – 4 Thang máy,40 – 60 – 80 – 100 – 160 m2,25$ /m2,6.5$ /m2,10$ /tháng,150$ /tháng,Đồng hồ riêng. Miễn phí điện lạnh trong giờ hành chính,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo quý
489,https://vlook.vn/van-phong-cho-thue/fideco-building-cho-thue-van-phong-quan-1-2/,04/02/2021,FIDECO BUILDING,"Phùng Khắc Khoan, Phường Đa Kao, Quận 1",Phùng Khắc Khoan,Phường Đa Kao,Quận 1,HCM,2 hầm – 1 trệt – 8 tầng – 4 thang máy,180 – 360 – 400 – 483 – 966 – 1.932 m2,19$ /m2,3$ /m2,5$/ tháng,60$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 1 năm,3 tháng,Theo quý
490,https://vlook.vn/van-phong-cho-thue/falcon-shipping-building-nguyen-dinh-chieu-quan-3/,04/02/2021,FALCON SHIPPING BUILDING,"Nguyễn Đình Chiểu, Phường 6, Quận 3",Nguyễn Đình Chiểu,Phường 6,Quận 3,HCM,1 Trệt – 1 Lửng – 5 Tầng – 1 Thang máy,50 – 120 – 240 m2,8$ /m2,2$ /m2,200.000đ /tháng,2.100.000đ /tháng,Có đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
491,https://vlook.vn/van-phong-cho-thue/fe-tower-cong-hoa-quan-tan-binh/,22/12/2020,FE TOWER,"Cộng Hòa, Phường 12, Quận Tân Bình",Cộng Hòa,Phường 12,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 8 Tầng – 4 Thang máy,150 – 270 – 450 – 680 – 986 – 1.270 m2,15$ /m2,5$ /m2,150.000đ /tháng,1.300.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
492,https://vlook.vn/van-phong-cho-thue/fba-tower-dien-bien-phu-quan-3/,04/02/2021,FBA TOWER,"Điện Biên Phủ, Phường 3, Quận 3",Điện Biên Phủ,Phường 3,Quận 3,HCM,1 Trệt – 10 Tầng – 1 Sân thương – 2 Thang máy,190 – 380 – 570 – 760 – 1.900 m2,15$ /m2,3$ /m2,198.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
493,https://vlook.vn/van-phong-cho-thue/falcon-building-ben-van-don-quan-4/,26/01/2021,FALCON BUILDING,"Bến Vân Đồn, Phường 1, Quận 4",Bến Vân Đồn,Phường 1,Quận 4,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng – 1 Thang máy,70 – 150 m2,10$ /m2,3$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  15-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
494,https://vlook.vn/van-phong-cho-thue/faifo-lane-building-phan-van-dang-quan-2/,29/01/2021,FAIFO LANE BUILDING,"Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2",Phan Văn Đáng,Phường Thạnh Mỹ Lợi,Quận 2,HCM,3 Hầm – 1 Trệt – 34 Tầng – 8 Thang máy,10 – 21 – 35 – 45 – 318 – 2000 m2,19$ /m2,0.7$ /m2,70.000đ /tháng,1.200.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
495,https://vlook.vn/van-phong-cho-thue/fosco-building-cho-thue-van-phong-quan-3/,04/02/2021,FOSCO BÀ HUYỆN THANH QUAN,"Bà Huyện Thanh Quan, Phường 6, Quận 3",Bà Huyện Thanh Quan,Phường 6,Quận 3,HCM,1 Hầm – 1 Trệt – 4 Tầng – 2 Thang máy,18 – 32 – 45 – 51 – 78 m2,14.5$ /m2,3$ /m2,6$/ tháng,60$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
496,https://vlook.vn/van-phong-cho-thue/g8-building-nguyen-huu-canh-quan-binh-thanh/,22/12/2020,G8 BUILDING NGUYỄN HỮU CẢNH,"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh",Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Thang máy,131 – 160 – 320 – 640 – 771 – 1.041 m2,14$ /m2,3$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
497,https://vlook.vn/van-phong-cho-thue/garden-house-cho-thue-van-phong-quan-1/,22/12/2020,GARDEN HOUSE,"Phùng Khắc Khoan, Phường Đa Kao, Quận 1",Phùng Khắc Khoan,Phường Đa Kao,Quận 1,HCM,1 Hầm – 1 Trệt – 6 Tầng – 1 Thang bộ,30 – 50 – 60 – 100 m2,17$ /m2,3$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
498,https://vlook.vn/van-phong-cho-thue/galatea-building-nguyen-phuc-nguyen-quan-3/,04/02/2021,GALATEA BUILDING,"Nguyễn Phúc Nguyên, Phường 9, Quận 3",Nguyễn Phúc Nguyên,Phường 9,Quận 3,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Thang máy,80 – 160 – 320 m2,14$ /m2,2$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
499,https://vlook.vn/van-phong-cho-thue/galaxy-tower-tran-hung-dao-quan-5/,27/01/2021,GALAXY TOWER,"Trần Hưng Đạo, Phường 7, Quận 5",Trần Hưng Đạo,Phường 7,Quận 5,HCM,1 Trệt – 5 Tầng – 1 Thang máy,80 – 440 m2,10$ /m2,1$ /m2,Miễn phí,Miễn phí,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  5  năm,3  tháng,Theo tháng
500,https://vlook.vn/van-phong-cho-thue/galanti-office-cho-thue-van-phong-quan-3/,04/02/2021,Galanti Office,"Nguyễn Thị Minh Khai, Phường 5, Quận 3",Nguyễn Thị Minh Khai,Phường 5,Quận 3,HCM,1 hầm – 6 tầng – 1 thang máy,30 – 50 – 97 – 160 m2,9.5$ /m2,2$ /m2,150.000đ /tháng,100$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
501,https://vlook.vn/van-phong-cho-thue/g-tower-2-nguyen-van-huong-quan-2/,29/01/2021,G-TOWER 2,"Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2",Nguyễn Văn Hưởng,Phường Thảo Điền,Quận 2,HCM,1 Hầm – 1 Trệt – 1 Lửng – 4 Tầng – 1 Thang máy,70 – 150 – 350 – 700 m2,17$ /m2,3$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
502,https://vlook.vn/van-phong-cho-thue/g8-building-cho-thue-van-phong-quan-binh-thanh/,22/12/2020,G8 BUILDING,"Ung Văn Khiêm, Phường 25, Quận Bình Thạnh",Ung Văn Khiêm,Phường 25,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 9 Tầng,30 –> 300 m2,10$ /m2,3$ /m2,5$ /tháng,150$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
503,https://vlook.vn/van-phong-cho-thue/fuji-building-ho-hao-hon-quan-1/,04/02/2021,FUJI BUILDING,"Hồ Hảo Hớn, Phường Cô Giang, Quận 1",Hồ Hảo Hớn,Phường Cô Giang,Quận 1,HCM,1 Trệt – 3 Tầng – 1 Sân thượng – 1 Thang máy,24 – 60 – 84 – 180 m2,16$ /m2,1$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
504,https://vlook.vn/van-phong-cho-thue/friendship-tower-le-duan-quan-1/,04/02/2021,FRIENDSHIP TOWER,"Lê Duẩn, Phường Bến Nghé, Quận 1",Lê Duẩn,Phường Bến Nghé,Quận 1,HCM,4 Hầm – 1 Trệt – 21 Tầng – 8 Thang máy,200 – 600 – 800 – 900 – 1.450 m2,44$ /m2,7$ /m2,360.000đ /tháng,3.600.000đ /tháng,Đồng hồ riêng. Miễn phí điện lạnh trong giờ hành chính,2.400đ/m2/h,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
505,https://vlook.vn/van-phong-cho-thue/fruzii-building-tran-thi-nghi-quan-go-vap/,02/02/2021,FRUZII BUILDING,"Trần Thị Nghỉ, Phường 7, Quận Gò Vấp",Trần Thị Nghỉ,Phường 7,Quận Gò Vấp,HCM,1 Trệt – 6 Tầng – 1 Thang máy,25 – 60 – 140 – 280 m2,10$ /m2,1$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
506,https://vlook.vn/van-phong-cho-thue/fresh-corner-building-ton-dan-quan-4/,26/01/2021,FRESH CORNER BUILDING,"Tôn Đản, Phường 13, Quận 4",Tôn Đản,Phường 13,Quận 4,HCM,1 Trệt – 4 Tầng – 1 Thang bộ,55 – 110 m2,8$ /m2,0$ /m2,200.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
507,https://vlook.vn/van-phong-cho-thue/g-tower-cho-thue-van-phong-quan-2/,29/01/2021,G TOWER,"Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2",Nguyễn Văn Hưởng,Phường Thảo Điền,Quận 2,HCM,1 Trệt – 4 Tầng – 1 Thang bộ,70 – 100 – 130 m2,11$ /m2,3$ /m2,8$/ tháng,140$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
508,https://vlook.vn/van-phong-cho-thue/fosco-phung-khac-khoan-quan-1/,04/02/2021,FOSCO PHÙNG KHẮC KHOAN,"Phùng Khắc Khoan, Phường Đa Kao, Quận 1",Phùng Khắc Khoan,Phường Đa Kao,Quận 1,HCM,1 Trệt – 14 Tầng – 2 Thang máy,28 – 46 – 78 – 135 m2,12.8$ /m2,3$ /m2,120.000đ /tháng,1.200.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
509,https://vlook.vn/van-phong-cho-thue/fpt-building-cho-thue-van-phong-quan-3/,04/02/2021,FPT Building,"Nguyễn Đình Chiểu, Phường 6, Quận 3",Nguyễn Đình Chiểu,Phường 6,Quận 3,HCM,1 Hầm – 1 Trệt – 1 Lửng – 7 Tầng – 2 Thang máy,100 – 120 – 180 m2.,20.4$ /m2,4$ /m2,7$ /tháng,Thỏa thuận,Đồng hồ riêng. Điều hòa được cung cấp miễn phí 10 giờ /ngày,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
510,https://vlook.vn/van-phong-cho-thue/gemadept-building-cho-thue-van-phong-quan-1/,04/02/2021,GEMADEPT BUILDING,"Lê Thánh Tôn, Phường Bến Nghé, Quận 1",Lê Thánh Tôn,Phường Bến Nghé,Quận 1,HCM,2 Hầm – 1 Trệt – 20 Tầng – 5 Thang máy,90 – 150 – 300 – 500 – 686 m2,29$ /m2,6.5$ /m2,400.000đ / tháng,3.500.000đ /tháng,Đồng hồ riêng. Miễn phí điều hòa trong giờ hành chính,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
511,https://vlook.vn/van-phong-cho-thue/gb-tower-cho-thue-van-phong-quan-3/,04/02/2021,GB Tower,"Cách Mạng Tháng Tám, Phường 6, Quận 3",Cách Mạng Tháng Tám,Phường 6,Quận 3,HCM,1 Hầm – 1 Trệt – 11 Tầng – 2 Thang máy,80 – 100 – 180 m2,19$ /m2,3$ /m2,7$/ tháng,120$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng
512,https://vlook.vn/van-phong-cho-thue/gateway-thao-dien-cho-thue-van-phong-quan-2/,29/01/2021,GATEWAY THẢO ĐIỀN,"Lê Thước, Phường Thảo Điền, Quận 2",Lê Thước,Phường Thảo Điền,Quận 2,HCM,2 Hầm – 1 Trệt – 42 Tầng – 6 Thang máy,48 – 96 – 150 – 225 – 300 – 2.000 m2,20$ /m2,5$ /m2,7$ /tháng,80$ /tháng,Đồng hồ riêng. Miễn phí điều hoà trong giờ hành chính,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
513,https://vlook.vn/van-phong-cho-thue/gia-dinh-office-building-quan-thu-duc/,02/02/2021,GIA ĐỊNH OFFICE BUILDING,"Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức",Quốc Lộ 13,Phường Hiệp Bình Phước,Quận Thủ Đức,HCM,1 Hầm – 1 Trệt – 11 Tầng – 2 Thang máy,80 – 160 – 285 – 380 – 3000 m2,10.5$ /m2,2.5$ /m2,100.000đ /tháng,1.000.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  3  năm,3  tháng,Theo tháng
514,https://vlook.vn/van-phong-cho-thue/gia-ky-new-house-phung-van-cung-quan-phu-nhuan/,22/12/2020,GIA KỶ NEW HOUSE,"Phùng Văn Cung, Phường 7, Quận Phú Nhuận",Phùng Văn Cung,Phường 7,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 6 Tầng – 1 Thang máy,55 – 70 – 80 – 145 – 170 m2,10$ /m2,2.5$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Đơn giá 3.500đ/Kwh,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
515,https://vlook.vn/van-phong-cho-thue/gia-long-building-vo-van-kiet-quan-binh-tan/,02/02/2021,GIA LONG BUILDING,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân",Võ Văn Kiệt,Phường An Lạc,Quận Bình Tân,HCM,1 Hầm – 1 Trệt – 1 Lửng – 3 Tầng – 1 Thang máy,85 – 170 – 340 – 510 – 680 m2,6$ /m2,0$ /m2,100.000đ /tháng,1.000.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
516,https://vlook.vn/van-phong-cho-thue/gia-linh-building-cho-thue-van-phong-quan-1/,04/02/2021,GIA LINH BUILDING,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1",Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,HCM,1 hầm – 1 trệt – 7 tầng – 1 thang máy,7 – 16 – 81 – 104 – 111 m2,15.2$ /m2,3$ /m2,150.000đ/ tháng,2.000.000đ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 1 năm,2 tháng,Theo tháng hoặc theo quý
517,https://vlook.vn/van-phong-cho-thue/gia-phat-building-nguyen-thi-dinh-quan-2/,29/01/2021,GIA PHÁT BUILDING,"Nguyễn Thị Định, Phường Thạnh Mỹ Lợi, Quận 2",Nguyễn Thị Định,Phường Thạnh Mỹ Lợi,Quận 2,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng – Sân thượng – 2 Thang máy,95 – 110 – 145 – 175 – 315 m2,11$ /m2,0$ /m2,80.000đ /tháng,1.000.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  5  năm,6  tháng,Theo tháng hoặc theo quý
518,https://vlook.vn/van-phong-cho-thue/gia-cat-building-le-van-sy-quan-tan-binh/,22/12/2020,GIA CÁT BUILDING,"Lê Văn Sỹ, Phường 1, Quận Tân Bình",Lê Văn Sỹ,Phường 1,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Thang máy,20 – 350 m2,8$ /m2,2$ /m2,100.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  10-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
519,https://vlook.vn/van-phong-cho-thue/ghb-tower-tran-nao-quan-2/,29/01/2021,GHB TOWER,"Trần Não, Phường Bình An, Quận 2",Trần Não,Phường Bình An,Quận 2,HCM,1 Hầm – 1 Trệt – 8 Tầng – 1 Thang máy,20 – 55 – 105 – 160 m2,17$ /m2,2$ /m2,150.000đ /tháng,1.200.000đ /tháng,Đồng hồ riêng. Đơn giá 4.000đ /Kwh,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
520,https://vlook.vn/van-phong-cho-thue/gia-binh-building-phung-van-cung-quan-phu-nhuan/,22/12/2020,GIA BÌNH BUILDING,"Phùng Văn Cung, Phường 2, Quận Phú Nhuận",Phùng Văn Cung,Phường 2,Quận Phú Nhuận,HCM,1 Trệt – 5 Tầng – 1 Thang máy,30 – 60 – 120 – 240 m2,11$ /m2,2$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
521,https://vlook.vn/van-phong-cho-thue/gems-office-building-le-quang-dinh-quan-binh-thanh/,22/12/2020,GEMS OFFICE BUILDING,"Lê Quang Định, Phường 14, Quận Bình Thạnh",Lê Quang Định,Phường 14,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 1 Lửng – 4 Tầng – 1 Thang máy,100 – 110 – 190 – 210 – 630 m2,11$ /m2,0.5$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Đơn giá 4.000đ /Kwh,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
522,https://vlook.vn/van-phong-cho-thue/gems-office-bach-dang-quan-tan-binh/,22/12/2020,GEMS OFFICE BẠCH ĐẰNG,"Bạch Đằng, Phường 2, Quận Tân Bình",Bạch Đằng,Phường 2,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Thang máy,70 – 100 – 155 – 220 m2,13.8$ /m2,0$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Miễn phí điều hòa trong giờ hành chính,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
